0.000000e+00	-6.500000e-02	
2.500000e-05	-6.514057e-02	
5.000000e-05	-6.524030e-02	
7.500000e-05	-6.532225e-02	
1.000000e-04	-6.539251e-02	
1.250000e-04	-6.545497e-02	
1.500000e-04	-6.551136e-02	
1.750000e-04	-6.556308e-02	
2.000000e-04	-6.561092e-02	
2.250000e-04	-6.565555e-02	
2.500000e-04	-6.569743e-02	
2.750000e-04	-6.573695e-02	
3.000000e-04	-6.577441e-02	
3.250000e-04	-6.581005e-02	
3.500000e-04	-6.584408e-02	
3.750000e-04	-6.587669e-02	
4.000000e-04	-6.590802e-02	
4.250000e-04	-6.593822e-02	
4.500000e-04	-6.596739e-02	
4.750000e-04	-6.599565e-02	
5.000000e-04	-6.602307e-02	
5.250000e-04	-6.604975e-02	
5.500000e-04	-6.607575e-02	
5.750000e-04	-6.610114e-02	
6.000000e-04	-6.612598e-02	
6.250000e-04	-6.615031e-02	
6.500000e-04	-6.617418e-02	
6.750000e-04	-6.619763e-02	
7.000000e-04	-6.622070e-02	
7.250000e-04	-6.624342e-02	
7.500000e-04	-6.626582e-02	
7.750000e-04	-6.628793e-02	
8.000000e-04	-6.630977e-02	
8.250000e-04	-6.633136e-02	
8.500000e-04	-6.635273e-02	
8.750000e-04	-6.637390e-02	
9.000000e-04	-6.639487e-02	
9.250000e-04	-6.641566e-02	
9.500000e-04	-6.643629e-02	
9.750000e-04	-6.645677e-02	
1.000000e-03	-6.647710e-02	
1.025000e-03	-6.649731e-02	
1.050000e-03	-6.651740e-02	
1.075000e-03	-6.653738e-02	
1.100000e-03	-6.655725e-02	
1.125000e-03	-6.657703e-02	
1.150000e-03	-6.659671e-02	
1.175000e-03	-6.661632e-02	
1.200000e-03	-6.663584e-02	
1.225000e-03	-6.665530e-02	
1.250000e-03	-6.667468e-02	
1.275000e-03	-6.669400e-02	
1.300000e-03	-6.671327e-02	
1.325000e-03	-6.673247e-02	
1.350000e-03	-6.675163e-02	
1.375000e-03	-6.677074e-02	
1.400000e-03	-6.678980e-02	
1.425000e-03	-6.680883e-02	
1.450000e-03	-6.682781e-02	
1.475000e-03	-6.684676e-02	
1.500000e-03	-6.686567e-02	
1.525000e-03	-6.688455e-02	
1.550000e-03	-6.690340e-02	
1.575000e-03	-6.692222e-02	
1.600000e-03	-6.694102e-02	
1.625000e-03	-6.695979e-02	
1.650000e-03	-6.697854e-02	
1.675000e-03	-6.699727e-02	
1.700000e-03	-6.701598e-02	
1.725000e-03	-6.703468e-02	
1.750000e-03	-6.705335e-02	
1.775000e-03	-6.707201e-02	
1.800000e-03	-6.709066e-02	
1.825000e-03	-6.710929e-02	
1.850000e-03	-6.712791e-02	
1.875000e-03	-6.714652e-02	
1.900000e-03	-6.716511e-02	
1.925000e-03	-6.718370e-02	
1.950000e-03	-6.720228e-02	
1.975000e-03	-6.722084e-02	
2.000000e-03	-6.723940e-02	
2.025000e-03	-6.725796e-02	
2.050000e-03	-6.727650e-02	
2.075000e-03	-6.729504e-02	
2.100000e-03	-6.731357e-02	
2.125000e-03	-6.733210e-02	
2.150000e-03	-6.735062e-02	
2.175000e-03	-6.736913e-02	
2.200000e-03	-6.738764e-02	
2.225000e-03	-6.740615e-02	
2.250000e-03	-6.742465e-02	
2.275000e-03	-6.744314e-02	
2.300000e-03	-6.746163e-02	
2.325000e-03	-6.748012e-02	
2.350000e-03	-6.749860e-02	
2.375000e-03	-6.751708e-02	
2.400000e-03	-6.753556e-02	
2.425000e-03	-6.755402e-02	
2.450000e-03	-6.757249e-02	
2.475000e-03	-6.759095e-02	
2.500000e-03	-6.760941e-02	
2.525000e-03	-6.762786e-02	
2.550000e-03	-6.764631e-02	
2.575000e-03	-6.766475e-02	
2.600000e-03	-6.768319e-02	
2.625000e-03	-6.770162e-02	
2.650000e-03	-6.772005e-02	
2.675000e-03	-6.773847e-02	
2.700000e-03	-6.775688e-02	
2.725000e-03	-6.777529e-02	
2.750000e-03	-6.779370e-02	
2.775000e-03	-6.781209e-02	
2.800000e-03	-6.783049e-02	
2.825000e-03	-6.784887e-02	
2.850000e-03	-6.786725e-02	
2.875000e-03	-6.788562e-02	
2.900000e-03	-6.790398e-02	
2.925000e-03	-6.792233e-02	
2.950000e-03	-6.794068e-02	
2.975000e-03	-6.795902e-02	
3.000000e-03	-6.797734e-02	
3.025000e-03	-6.799566e-02	
3.050000e-03	-6.801397e-02	
3.075000e-03	-6.803228e-02	
3.100000e-03	-6.805057e-02	
3.125000e-03	-6.806885e-02	
3.150000e-03	-6.808712e-02	
3.175000e-03	-6.810538e-02	
3.200000e-03	-6.812363e-02	
3.225000e-03	-6.814186e-02	
3.250000e-03	-6.816009e-02	
3.275000e-03	-6.817830e-02	
3.300000e-03	-6.819650e-02	
3.325000e-03	-6.821469e-02	
3.350000e-03	-6.823287e-02	
3.375000e-03	-6.825103e-02	
3.400000e-03	-6.826918e-02	
3.425000e-03	-6.828731e-02	
3.450000e-03	-6.830544e-02	
3.475000e-03	-6.832354e-02	
3.500000e-03	-6.834164e-02	
3.525000e-03	-6.835971e-02	
3.550000e-03	-6.837778e-02	
3.575000e-03	-6.839582e-02	
3.600000e-03	-6.841386e-02	
3.625000e-03	-6.843187e-02	
3.650000e-03	-6.844987e-02	
3.675000e-03	-6.846785e-02	
3.700000e-03	-6.848582e-02	
3.725000e-03	-6.850377e-02	
3.750000e-03	-6.852170e-02	
3.775000e-03	-6.853962e-02	
3.800000e-03	-6.855752e-02	
3.825000e-03	-6.857540e-02	
3.850000e-03	-6.859326e-02	
3.875000e-03	-6.861110e-02	
3.900000e-03	-6.862893e-02	
3.925000e-03	-6.864674e-02	
3.950000e-03	-6.866452e-02	
3.975000e-03	-6.868229e-02	
4.000000e-03	-6.870004e-02	
4.025000e-03	-6.871777e-02	
4.050000e-03	-6.873548e-02	
4.075000e-03	-6.875317e-02	
4.100000e-03	-6.877084e-02	
4.125000e-03	-6.878849e-02	
4.150000e-03	-6.880612e-02	
4.175000e-03	-6.882373e-02	
4.200000e-03	-6.884132e-02	
4.225000e-03	-6.885888e-02	
4.250000e-03	-6.887643e-02	
4.275000e-03	-6.889395e-02	
4.300000e-03	-6.891146e-02	
4.325000e-03	-6.892894e-02	
4.350000e-03	-6.894640e-02	
4.375000e-03	-6.896383e-02	
4.400000e-03	-6.898125e-02	
4.425000e-03	-6.899864e-02	
4.450000e-03	-6.901601e-02	
4.475000e-03	-6.903336e-02	
4.500000e-03	-6.905069e-02	
4.525000e-03	-6.906799e-02	
4.550000e-03	-6.908527e-02	
4.575000e-03	-6.910253e-02	
4.600000e-03	-6.911977e-02	
4.625000e-03	-6.913698e-02	
4.650000e-03	-6.915417e-02	
4.675000e-03	-6.917133e-02	
4.700000e-03	-6.918847e-02	
4.725000e-03	-6.920559e-02	
4.750000e-03	-6.922268e-02	
4.775000e-03	-6.923975e-02	
4.800000e-03	-6.925680e-02	
4.825000e-03	-6.927382e-02	
4.850000e-03	-6.929082e-02	
4.875000e-03	-6.930779e-02	
4.900000e-03	-6.932474e-02	
4.925000e-03	-6.934167e-02	
4.950000e-03	-6.935857e-02	
4.975000e-03	-6.937545e-02	
5.000000e-03	-6.939230e-02	
5.025000e-03	-6.940912e-02	
5.050000e-03	-6.942593e-02	
5.075000e-03	-6.944270e-02	
5.100000e-03	-6.945946e-02	
5.125000e-03	-6.947618e-02	
5.150000e-03	-6.949289e-02	
5.175000e-03	-6.950957e-02	
5.200000e-03	-6.952622e-02	
5.225000e-03	-6.954285e-02	
5.250000e-03	-6.955945e-02	
5.275000e-03	-6.957602e-02	
5.300000e-03	-6.959258e-02	
5.325000e-03	-6.960910e-02	
5.350000e-03	-6.962560e-02	
5.375000e-03	-6.964208e-02	
5.400000e-03	-6.965853e-02	
5.425000e-03	-6.967495e-02	
5.450000e-03	-6.969135e-02	
5.475000e-03	-6.970772e-02	
5.500000e-03	-6.972407e-02	
5.525000e-03	-6.974039e-02	
5.550000e-03	-6.975669e-02	
5.575000e-03	-6.977296e-02	
5.600000e-03	-6.978920e-02	
